Gene	Bc	Ac	Cc	Ai	Bi	Ci
TPRE011395	14	26	26	17	19	23
TPRE011396	7	9	38	13	16	16
TPRE011397	1057	1166	1705	1305	1392	1923
TPRE011398	190	150	136	145	144	180
TPRE011399	42	55	101	78	84	137
TPRE011400	1176	1175	1116	958	1213	1173
TPRE011401	0	0	0	0	0	0
TPRE011402	3	4	8	0	1	0
TPRE011403	1718	1753	1797	1504	1741	2029
TPRE011404	0	0	0	0	0	0
TPRE011405	151	94	85	85	77	106
TPRE011406	0	0	0	2	0	0
TPRE011407	0	0	0	0	0	0
TPRE011408	0	0	0	2	0	0
TPRE011409	10	8	16	23	9	12
TPRE011410	10	10	22	11	19	30
TPRE011411	34	48	46	19	37	61
TPRE011412	1	0	2	0	0	0
TPRE011413	0	0	0	0	0	0
TPRE011414	4	0	0	0	0	0
TPRE011415	0	0	0	0	0	0
TPRE011416	385	311	284	258	242	313
TPRE011417	2	39	7	11	0	0
TPRE011418	0	0	0	0	0	0
TPRE011419	0	0	0	0	0	0
TPRE011420	0	0	0	0	0	0
TPRE011421	0	0	0	0	0	0
TPRE011422	0	3	4	1	0	0
TPRE011423	0	0	1	2	0	0
TPRE011424	0	0	0	0	0	0
TPRE011425	0	0	0	0	0	0
TPRE011426	0	0	0	0	0	0
TPRE011427	0	0	0	0	0	0
TPRE011428	0	0	0	0	0	0
TPRE011429	0	1	0	0	0	0
TPRE011430	4	2	1	6	3	4
TPRE011431	0	0	0	0	0	3
TPRE011432	0	0	0	0	0	0
TPRE011433	0	0	0	0	0	0
TPRE011434	0	0	0	0	0	0
TPRE011435	17	25	51	30	27	19
TPRE011436	0	3	0	2	0	3
TPRE011437	835	1099	1102	806	942	1032
TPRE011438	17554	13287	18383	16594	18602	23626
TPRE011439	300	450	513	477	382	616
TPRE011440	0	9	4	3	2	2
TPRE011441	9	22	15	13	6	10
TPRE011442	26	4	25	24	25	11
TPRE011443	0	0	0	0	0	0
TPRE011444	0	0	0	0	0	0
TPRE011445	358	585	637	395	473	568
TPRE011446	0	0	0	0	0	0
TPRE011447	3	2	4	1	1	9
TPRE011448	0	0	1	1	0	0
TPRE011449	0	0	0	0	0	0
TPRE011450	0	0	0	0	0	0
TPRE011451	0	0	0	1	4	3
TPRE011452	446	708	949	661	861	824
TPRE011453	0	0	0	0	0	1
TPRE011454	0	0	0	0	0	0
TPRE011455	0	9	3	2	1	1
TPRE011456	0	0	0	0	0	0
TPRE011457	0	0	0	0	0	0
TPRE011458	0	0	0	0	0	0
TPRE011459	0	0	0	0	0	0
TPRE011460	171	111	204	173	198	228
TPRE011461	8105	12428	15575	10027	12168	13352
TPRE011462	18	21	33	10	16	27
TPRE011463	986	1379	2110	1523	1490	2215
TPRE011464	125	175	333	181	217	355
TPRE011465	961	1711	2602	1610	1764	2478
TPRE011466	2183	3199	4932	2983	3222	5115
TPRE011467	402	531	568	496	622	691
TPRE011468	1222	1396	1731	1237	1527	1831
TPRE011469	5204	6465	7482	5063	5909	6567
TPRE011470	3030	2945	3744	3278	3350	4418
TPRE011471	1043	1057	1649	1267	1474	1648
TPRE011472	2655	3233	3998	3059	3585	4001
TPRE011473	1007	1338	1969	1135	1472	1679
TPRE011474	1	0	7	0	4	1
TPRE011475	12417	16471	16221	11481	12776	14096
TPRE011476	12	20	25	25	14	13
TPRE011477	1	0	0	0	0	3
TPRE011478	1681	1944	2640	2039	2125	2886
TPRE011479	1353	1947	2926	2142	2360	2757
TPRE011480	1158	1540	1875	1346	1453	1998
TPRE011481	630	626	818	603	707	874
TPRE011482	3937	3357	4436	3613	4360	5454
TPRE011483	1730	2436	2774	1697	2251	2127
TPRE011484	1768	2517	2789	1548	1845	2356
TPRE011485	4	0	1	3	3	6
TPRE011486	0	1	2	0	3	0
TPRE011487	971	1275	1455	1095	1257	1418
TPRE011488	1212	1822	2242	1673	1966	2020
TPRE011489	3158	4877	7226	4335	5199	5642
TPRE011490	403	423	546	430	474	540
TPRE011491	608	672	879	556	650	681
TPRE011492	793	849	831	654	823	822
TPRE011493	2286	3407	3631	2222	2732	3053
TPRE011494	205	418	319	309	255	336
TPRE011495	3536	5319	6324	3769	4261	4356
TPRE011496	4852	4819	6005	4554	4631	6157
TPRE011497	2532	4156	5169	3325	3833	4450
TPRE011498	8	1	3	14	3	10
TPRE011499	232	166	196	188	165	257
TPRE011500	26	10	17	11	26	32
TPRE011501	595	624	870	589	684	782
TPRE011502	4	0	3	0	0	2
TPRE011503	6	2	13	6	2	8
TPRE011504	0	0	0	0	1	0
TPRE011505	0	0	0	0	0	0
TPRE011506	2353	2047	2657	2106	2205	3407
TPRE011507	978	1565	1950	1477	1598	1778
TPRE011508	66	104	94	84	97	98
TPRE011509	268	345	462	242	257	356
TPRE011510	1	2	0	3	5	5
TPRE011511	5	11	17	16	12	16
TPRE011512	1	1	0	0	2	0
TPRE011513	1071	1849	2171	1393	1393	1452
TPRE011514	67	92	179	115	133	175
TPRE011515	5	16	24	6	12	36
TPRE011516	320	554	665	337	433	514
TPRE011517	1454	2556	2897	1820	1979	2471
TPRE011518	7	2	6	4	3	5
TPRE011519	37	47	47	62	51	63
TPRE011520	1	4	10	4	4	3
TPRE011521	1422	1672	1713	1287	1601	1759
TPRE011522	7800	10655	11621	7950	9128	11110
TPRE011523	566	356	578	537	624	719
TPRE011524	760	1249	959	797	790	786
TPRE011525	234	252	463	275	352	427
TPRE011526	66	60	72	60	33	103
TPRE011527	27	35	36	41	29	43
TPRE011528	470	637	745	487	535	702
TPRE011529	471	589	837	621	705	684
TPRE011530	355	336	428	294	407	473
TPRE011531	423	213	336	303	282	410
TPRE011532	1347	2034	2148	1542	1758	1985
TPRE011533	671	292	537	360	365	645
TPRE011534	924	392	585	403	466	598
TPRE011535	0	0	4	2	0	2
TPRE011536	420	338	576	330	471	519
TPRE011537	5	2	8	12	5	8
TPRE011538	0	0	0	0	0	0
TPRE011539	0	0	1	0	0	1
TPRE011540	2	4	2	1	0	11
TPRE011541	60	23	65	41	56	92
TPRE011542	2	1	1	1	1	1
TPRE011543	27	24	54	25	28	48
TPRE011544	5096	7977	10559	7287	7596	8778
TPRE011545	194	165	251	161	168	220
TPRE011546	808	1506	2123	1303	1483	1705
TPRE011547	1093	1506	1590	1051	1190	1270
TPRE011548	4415	4622	6117	4619	4612	6860
TPRE011549	5	16	8	3	8	3
TPRE011550	0	0	1	3	2	2
TPRE011551	731	932	1202	909	1071	1174
TPRE011552	4896	5673	9009	5859	5917	8998
TPRE011553	0	4	6	3	4	4
TPRE011554	204	125	219	166	89	236
TPRE011555	0	0	0	0	0	0
TPRE011556	55	72	116	63	65	92
TPRE011557	335	393	646	444	467	544
TPRE011558	342	280	443	266	367	406
TPRE011559	134	151	201	153	150	200
TPRE011560	829	1224	1460	870	1101	1277
TPRE011561	43	114	119	85	92	144
TPRE011562	0	0	0	3	0	0
TPRE011563	8	2	4	0	1	1
TPRE011565	2095	3102	4600	2807	3185	3472
TPRE011568	175	200	166	200	270	241
TPRE011569	5516	5211	6299	4807	5321	5919
TPRE011570	20197	28367	35192	25495	26501	37475
TPRE011571	1009	979	1552	1263	1201	2119
TPRE011572	4052	4061	4959	4164	4347	5516
TPRE011573	1405	1572	1950	1222	1517	1636
TPRE011574	303	407	437	241	333	301
TPRE011575	96	115	151	130	110	178
TPRE011576	17	29	25	17	29	68
TPRE011577	21	21	8	27	13	49
TPRE011578	311	329	367	338	338	560
TPRE011579	59131	68817	83324	61674	65091	74736
TPRE011580	70	49	37	70	75	98
TPRE011581	782	1377	1276	786	1012	974
TPRE011582	23	19	5	11	7	25
TPRE011583	141	185	216	164	195	182
TPRE011584	0	9	27	6	11	12
TPRE011585	29	54	110	35	49	95
TPRE011586	4	7	30	9	12	29
TPRE011587	0	0	0	0	1	0
TPRE011588	11	5	15	12	11	10
TPRE011589	5	16	11	630	949	27
TPRE011590	12	17	29	17	27	39
TPRE011591	4377	8062	11716	6083	8213	7941
TPRE011592	154	218	255	168	217	207
TPRE011593	6796	10522	13357	8955	10226	11254
TPRE011594	1387	1855	2167	1547	1848	2087
TPRE011595	24	8	10	13	11	25
TPRE011596	3531	436	1842	1491	732	3075
TPRE011597	1586	2230	2267	1481	1834	2051
TPRE011598	0	0	0	0	0	0
TPRE011599	973	855	1225	955	1149	1334
TPRE011600	4268	5619	6119	4235	4702	5735
TPRE011601	388	334	373	401	388	533
TPRE011602	33	34	59	41	54	85
TPRE011603	2880	3439	4096	2891	3636	4013
TPRE011604	2934	4856	5273	3701	3880	4251
TPRE011605	95	133	139	190	219	196
TPRE011606	0	1	0	8	4	3
TPRE011607	355	340	446	320	527	526
TPRE011608	1222	1921	1893	1030	1296	1602
TPRE011609	109	99	140	107	106	161
TPRE011610	813	920	1273	946	1058	1272
TPRE011611	3786	4865	6553	4990	5580	6917
TPRE011612	212	101	105	109	140	98
TPRE011613	55	41	92	55	87	40
TPRE011614	3170	3733	4061	2959	2995	3783
TPRE011615	697	1102	1150	802	893	846
TPRE011616	132	164	218	91	118	114
TPRE011617	710	759	796	701	780	940
TPRE011618	27	12	26	32	33	34
TPRE011619	1	0	2	2	2	4
TPRE011620	9	0	0	10	8	18
TPRE011621	28	0	0	14	6	8
TPRE011622	190	256	435	346	192	677
TPRE011623	36	31	50	40	61	53
TPRE011624	531	506	807	586	739	860
TPRE011625	1271	1475	1941	1263	1462	1765
TPRE011626	902	987	1292	918	1103	1190
TPRE011627	134	77	162	173	223	238
TPRE011628	2221	3224	4099	2745	3306	3639
TPRE011629	202	185	295	284	512	367
TPRE011630	4672	5905	7161	4775	5604	6669
TPRE011631	2392	3821	4766	3185	3894	4426
TPRE011632	514	675	1139	742	817	988
TPRE011633	268	214	369	249	300	371
TPRE011634	169	211	298	228	251	343
TPRE011635	838	968	1399	926	973	1420
TPRE011636	4	0	3	1	4	6
TPRE011637	65	111	111	78	71	110
TPRE011638	801	1302	1377	873	1037	1078
TPRE011639	353	476	509	397	453	459
TPRE011640	1534	1931	2216	1454	1734	2079
TPRE011641	0	3	2	0	0	1
TPRE011642	0	0	0	0	0	0
TPRE011643	7550	9862	12845	8763	9456	13383
TPRE011644	1944	2889	3981	2813	3269	3517
TPRE011645	1098	1303	1617	1203	1349	1376
TPRE011646	14995	24039	29318	17612	21014	24537
TPRE011647	301	371	366	301	371	415
TPRE011648	375	575	572	391	470	405
TPRE011649	649	896	1282	1022	1220	1407
TPRE011650	149	127	156	120	170	170
TPRE011651	654	649	777	574	741	887
TPRE011652	841	853	1585	1061	1382	1629
TPRE011653	1373	2158	2743	1760	1997	2252
TPRE011654	1308	1748	2723	1601	2039	2211
TPRE011655	62	78	115	96	116	149
TPRE011656	1569	2381	3027	2103	2245	2610
TPRE011657	461	258	531	556	444	1029
TPRE011658	602	875	1028	688	796	892
TPRE011659	301	397	412	255	355	415
TPRE011660	0	1	2	0	0	0
TPRE011661	0	0	0	0	0	8
TPRE011662	1565	1659	2745	1880	2684	2153
TPRE011663	626	847	726	508	604	658
TPRE011664	14817	9461	14075	11587	10845	14483
TPRE011665	239	262	357	311	277	320
TPRE011666	0	2	3	0	2	0
TPRE011667	3706	887	3162	2097	2156	4290
TPRE011668	319	672	800	609	728	787
TPRE011669	923	1642	2531	1390	1719	1845
TPRE011670	33	60	70	54	96	83
TPRE011671	397	745	970	578	562	774
TPRE011672	605	848	1241	850	1026	1180
TPRE011673	1772	2110	2478	1972	2188	2721
TPRE011674	775	583	788	711	718	1011
TPRE011675	3074	3210	4666	3376	3438	4461
TPRE011676	1935	2437	3811	2671	3280	3866
TPRE011677	173	208	330	234	304	340
TPRE011678	247	214	321	218	295	255
TPRE011679	288	367	277	283	257	332
TPRE011680	3389	3920	4514	3706	3844	4765
TPRE011681	2386	1543	1945	1662	1858	2293
TPRE011682	2216	3229	3102	1817	2129	2500
TPRE011683	1169	1463	1857	1277	1379	1596
TPRE011684	65	36	45	12	12	21
TPRE011685	2318	3771	3769	2307	2883	2799
TPRE011686	419	593	662	472	579	622
TPRE011687	255	237	333	210	303	390
TPRE011688	689	1221	1656	1047	1331	1389
TPRE011689	425	625	708	466	579	648
TPRE011690	808	1099	1072	792	998	1104
TPRE011691	3101	2744	3656	2678	2850	4068
TPRE011692	1068	1098	1670	1172	1469	1665
TPRE011693	377	635	747	385	523	596
TPRE011694	628	1208	1504	966	1231	1332
TPRE011695	3039	3696	6131	4067	4101	6451
TPRE011696	8527	9543	11580	9707	10076	12282
TPRE011697	923	1301	1753	1216	1391	1397
TPRE011698	10680	15013	21552	13855	16974	19020
TPRE011699	327	432	513	346	412	462
TPRE011700	381	222	316	256	279	402
TPRE011701	180	200	291	202	225	272
TPRE011702	1772	1995	2453	1739	1920	2492
TPRE011703	438	464	501	483	466	647
TPRE011704	1923	1981	2623	2016	2225	2861
TPRE011705	207	244	268	235	246	290
TPRE011706	697	1066	1428	924	1100	1110
TPRE011707	4	1	0	1	0	6
TPRE011708	12	14	30	21	18	20
TPRE011709	115	181	236	137	168	122
TPRE011710	45	59	104	95	74	135
TPRE011711	0	1	0	0	0	0
TPRE011712	2639	3760	5197	3618	4226	4388
TPRE011713	4711	5824	8354	5360	6406	7608
TPRE011714	143	26	75	64	51	46
TPRE011715	30	40	45	35	47	70
TPRE011716	988	1367	1816	1243	1371	1557
TPRE011717	7507	6783	7838	6156	6636	8563
TPRE011718	1639	2106	3207	2104	2385	2796
TPRE011719	1780	2590	3168	2205	2389	2704
TPRE011720	0	0	0	0	0	0
TPRE011721	0	0	0	0	0	0
TPRE011722	0	0	0	0	0	0
TPRE011723	0	0	0	0	0	0
TPRE011724	783	933	1376	1081	1131	1501
TPRE011725	666	842	929	771	730	981
TPRE011726	2123	1811	1515	1256	1471	1892
TPRE011727	586	500	478	417	471	582
TPRE011728	809	1026	1192	777	964	1024
TPRE011729	216	332	327	282	494	368
TPRE011730	367	563	552	412	493	547
TPRE011731	619	505	655	535	681	721
TPRE011732	541	692	644	491	524	618
TPRE011733	843	1238	1533	992	1196	1471
TPRE011734	692	1133	853	778	775	853
TPRE011735	157	184	260	205	175	231
TPRE011736	732	596	719	600	619	921
TPRE011737	1161	1458	1431	1142	1286	1692
TPRE011738	1052	1162	1083	921	1002	1174
TPRE011739	678	556	666	607	618	981
TPRE011740	1	5	9	8	7	12
TPRE011741	534	623	750	494	560	621
TPRE011742	2447	2551	4219	2750	2794	4219
TPRE011743	393	503	534	422	358	573
TPRE011744	666	875	875	666	795	902
TPRE011745	1457	1935	2645	2001	2217	2548
TPRE011746	923	1036	1271	1091	1304	1400
TPRE011747	1549	876	1467	1434	1336	2105
TPRE011748	407	309	578	373	452	708
TPRE011749	326	262	241	206	274	341
TPRE011750	2464	3423	4103	2843	3534	3688
TPRE011751	1069	1138	1010	732	990	1171
TPRE011752	1977	2710	2327	1600	2009	2270
TPRE011753	251	268	421	343	327	431
TPRE011754	372	274	432	302	396	391
TPRE011755	7970	6443	10626	7791	8756	12247
TPRE011756	59	108	143	76	102	120
TPRE011757	32	28	33	46	19	52
TPRE011758	669	598	1045	791	1513	1028
TPRE011759	8	16	20	19	16	21
TPRE011760	0	4	0	1	1	0
TPRE011761	461	347	356	392	328	451
TPRE011762	0	0	3	0	0	2
TPRE011763	23	27	35	25	33	22
TPRE011764	69	88	141	109	127	76
TPRE011765	0	3	0	0	0	0
TPRE011766	33	59	64	28	43	38
TPRE011767	0	0	0	1	2	0
TPRE011768	0	0	0	0	0	3
TPRE011769	1	0	4	0	2	0
TPRE011770	1782	2806	3089	2121	2598	2929
TPRE011771	0	6	2	7	2	7
TPRE011772	3710	4560	6142	5045	4743	7351
TPRE011773	282	223	311	291	272	369
TPRE011774	50	142	143	109	113	119
TPRE011775	173	277	296	191	213	252
TPRE011776	1676	1955	2769	2164	2571	2972
TPRE011777	447	455	712	496	480	632
TPRE011778	399	395	401	372	450	530
TPRE011779	878	813	690	525	626	989
TPRE011780	5464	7066	9160	6793	6376	9268
TPRE011781	5	12	18	19	9	15
TPRE011782	1088	1012	1318	1188	1167	1733
TPRE011783	318	76	166	259	221	374
TPRE011784	632	656	791	622	666	643
TPRE011785	1319	1492	2236	1464	1577	2131
TPRE011786	978	797	1200	847	891	1448
TPRE011787	18	11	13	7	8	26
TPRE011788	6403	3556	6273	4583	6453	5993
TPRE011789	69	168	219	175	150	235
TPRE011790	6738	12156	12418	8649	8558	12460
TPRE011791	568	656	940	728	760	810
TPRE011792	1	1	4	0	2	7
TPRE011793	539	755	799	706	733	910
TPRE011794	345	456	545	447	550	669
TPRE011795	6662	5479	6667	5296	5282	7828
TPRE011796	1445	1538	1895	1457	1509	1914
TPRE011797	376	171	313	281	307	233
TPRE011798	387	410	655	566	647	743
TPRE011799	69	90	104	100	151	204
TPRE011800	1833	1084	1623	1173	1010	1681
TPRE011801	187	203	228	192	176	320
TPRE011802	0	0	0	0	0	0
TPRE011803	0	0	0	0	0	0
TPRE011804	0	0	1	4	0	0
TPRE011805	0	0	1	0	0	0
TPRE011806	739	858	930	781	1030	1135
TPRE011807	47	47	53	37	54	62
TPRE011808	1061	1062	929	777	867	951
TPRE011809	1415	1236	1054	959	1101	1345
TPRE011810	3135	3205	2554	1805	2315	2819
TPRE011811	2116	2431	2941	2079	2370	2646
TPRE011812	149	151	157	136	167	226
TPRE011813	2476	2877	2914	2209	2385	2569
TPRE011814	1686	2710	3699	2403	2815	3086
TPRE011815	3048	3195	2636	1880	2357	2843
TPRE011816	1927	1450	2292	1483	1684	1999
TPRE011817	600	591	780	580	644	782
TPRE011818	7426	7941	9441	7506	8065	10418
TPRE011819	530	942	1292	691	823	852
TPRE011820	10110	12587	21079	13624	14880	20407
TPRE011821	0	0	0	0	0	0
TPRE011822	24	42	26	17	32	69
TPRE011823	76	41	53	29	30	82
TPRE011824	3148	4852	5123	3500	4198	4618
TPRE011825	5	2	2	1	9	2
TPRE011826	0	0	0	1	0	0
TPRE011827	1154	1560	2379	1408	1918	1851
TPRE011828	806	1197	1655	1114	1269	1282
TPRE011829	646	1144	1365	741	849	977
TPRE011830	1061	972	1215	983	1017	1265
TPRE011831	32	91	88	74	48	96
TPRE011832	353	184	230	173	200	287
TPRE011833	3	0	0	0	1	0
TPRE011834	1999	3108	3302	1953	2517	2508
TPRE011835	0	5	2	1	0	2
TPRE011836	21	16	18	11	18	52
TPRE011837	132	148	263	173	245	269
TPRE011838	0	0	0	0	0	2
TPRE011839	100	80	208	101	115	126
TPRE011840	0	0	0	0	1	0
TPRE011841	1019	1235	1802	1284	1427	1938
TPRE011842	4418	5260	5450	4082	4359	5272
TPRE011843	0	0	0	0	0	0
TPRE011844	0	0	0	0	0	0
TPRE011845	5	14	16	8	10	13
TPRE011846	463	472	428	376	422	498
TPRE011847	1546	2027	1941	1383	1871	1764
TPRE011848	736	749	1406	901	871	1484
TPRE011849	0	0	0	0	0	0
TPRE011850	0	0	0	0	2	0
TPRE011851	292	477	489	378	343	371
TPRE011852	37	63	73	48	58	37
TPRE011853	179	263	397	273	278	403
TPRE011854	78	23	48	34	44	90
TPRE011855	181	45	69	94	72	82
TPRE011856	3824	5115	7207	4860	5123	6593
TPRE011857	22	50	61	38	40	33
TPRE011858	0	0	2	0	0	0
TPRE011859	11	12	26	28	23	10
TPRE011860	11	42	26	17	9	25
TPRE011861	14	16	3	3	10	3
TPRE011862	711	306	325	375	296	574
TPRE011863	332	254	426	220	359	318
TPRE011864	0	0	1	1	0	0
TPRE011865	1337	2546	2912	1871	1988	2077
TPRE011866	15	1	4	9	14	12
TPRE011867	296	420	508	412	386	517
TPRE011868	0	8	0	2	2	0
TPRE011869	31	8	20	18	17	24
TPRE011870	23	18	17	14	12	24
TPRE011871	3	0	0	1	0	0
TPRE011872	2803	3396	4161	3324	3362	4650
TPRE011873	0	0	2	0	0	2
TPRE011874	20	33	38	34	43	42
TPRE011875	2	0	0	1	1	0
TPRE011876	239	309	381	282	279	378
TPRE011877	0	0	0	0	0	0
TPRE011878	0	0	0	0	0	0
TPRE011879	0	1	0	0	0	1
TPRE011880	0	0	0	0	0	0
TPRE011881	0	0	1	0	0	0
TPRE011882	0	0	0	0	0	0
TPRE011883	0	0	0	0	0	0
TPRE011884	0	0	0	0	0	0
TPRE011885	0	0	0	0	0	0
TPRE011886	0	0	0	0	0	0
TPRE011887	2399	3365	4983	3327	3775	4509
TPRE011888	1631	1119	1268	901	806	1436
TPRE011889	1057	1861	2506	1417	1662	1721
TPRE011890	917	1183	1817	1294	1372	1873
TPRE011891	941	1160	1748	1053	1122	1467
TPRE011892	542	725	938	605	741	791
TPRE011893	609	803	858	670	715	877
TPRE011894	1310	1711	2493	1764	1791	2485
TPRE011895	1036	1276	1431	1047	1097	1431
TPRE011896	1871	2793	3347	2261	2539	2812
TPRE011897	1928	2669	3949	2619	2902	3534
TPRE011898	575	687	727	490	701	695
TPRE011899	1477	2459	3275	2181	2552	2534
TPRE011900	1062	915	1282	875	957	1132
TPRE011901	708	1110	1689	1194	1318	1516
TPRE011902	15204	21501	24949	16312	19307	21689
TPRE011903	1393	1961	2479	1773	2083	2298
TPRE011904	244	336	343	254	276	366
TPRE011905	5767	7906	10781	7134	8149	10004
TPRE011906	8704	4860	5890	4806	4965	6208
TPRE011907	1213	1016	1528	1274	1284	1625
TPRE011908	1883	1598	2202	1694	1788	2447
TPRE011909	1037	1328	1166	734	989	1195
TPRE011910	372	462	481	434	427	538
TPRE011911	1633	2820	3940	2858	3202	4064
TPRE011912	0	0	1	2	2	0
TPRE011913	570	677	779	651	764	733
TPRE011914	0	3	0	2	0	1
TPRE011915	949	1744	2263	1468	1741	1680
TPRE011916	815	1160	1226	950	932	1228
TPRE011917	621	772	727	520	721	777
TPRE011918	759	877	980	680	884	945
TPRE011919	1132	1251	1493	1300	1441	1564
TPRE011920	0	1	8	5	9	8
TPRE011921	1250	1915	2063	1362	1662	1858
TPRE011922	167	117	135	107	133	157
TPRE011923	2526	957	1791	1215	1385	1432
TPRE011924	8	3	3	4	9	3
TPRE011925	0	4	0	1	0	0
TPRE011926	223	142	251	140	184	279
TPRE011927	112	114	139	103	120	154
TPRE011928	2286	999	1649	1481	1430	1843
TPRE011929	215	175	227	202	168	233
TPRE011930	449	508	593	368	426	498
TPRE011931	1272	2131	2924	1815	2099	2451
TPRE011932	2500	3555	3579	2612	3151	3479
TPRE011933	492	631	799	535	630	702
TPRE011934	7	12	13	9	5	5
TPRE011935	658	1177	1371	900	1039	1096
TPRE011936	4473	2568	4500	3583	3951	5123
TPRE011937	822	1283	2009	1241	1451	1688
TPRE011938	208	339	433	240	287	266
TPRE011939	673	1023	970	669	722	994
TPRE011940	8683	11915	11809	7169	8337	10479
TPRE011941	97	110	144	101	143	163
TPRE011942	98	0	0	9	11	5
TPRE011943	7	5	16	7	13	9
TPRE011944	820	1744	2696	1596	1807	1761
TPRE011945	4	4	2	4	2	0
TPRE011946	3656	4208	6542	4322	4973	5773
TPRE011947	715	525	749	582	671	794
TPRE011948	13	6	13	3	12	19
TPRE011949	19	6	21	0	10	19
TPRE011950	286	448	430	306	380	330
TPRE011951	102	159	178	91	133	136
TPRE011952	53	142	138	67	101	102
TPRE011953	179	307	333	164	219	220
TPRE011954	11	27	27	20	14	21
TPRE011955	14	2	4	32	4	14
TPRE011956	78	83	119	116	97	142
TPRE011957	20	13	26	25	24	30
TPRE011958	1	1	8	3	5	7
TPRE011959	319	738	528	534	363	430
TPRE011960	17	12	19	9	12	19
TPRE011961	24	32	53	49	31	35
TPRE011962	5	14	12	12	17	2
TPRE011963	2	4	5	3	8	14
TPRE011964	0	0	1	0	2	0
TPRE011965	0	0	0	0	0	0
TPRE011966	68	49	87	51	116	95
TPRE011967	12	18	10	8	13	21
TPRE011968	2489	2334	2533	1916	2067	3632
TPRE011969	1	5	6	14	13	17
TPRE011970	399	677	763	451	488	544
TPRE011971	1871	2108	2417	1777	1976	2434
TPRE011972	1624	2436	2733	2150	2587	2596
TPRE011973	21	9	31	27	33	28
TPRE011974	2059	2949	4120	2663	3066	3616
TPRE011975	101	169	196	143	187	149
TPRE011976	5009	5607	8690	6069	6430	8489
TPRE011977	1	0	1	1	8	4
TPRE011978	734	803	725	698	612	828
TPRE011979	1213	1271	1139	976	1097	1232
TPRE011980	1308	1042	891	847	863	1337
TPRE011981	894	1054	1193	936	1081	1229
TPRE011982	1363	1790	2176	1658	1839	2124
TPRE011983	292	268	303	246	315	408
TPRE011984	0	0	0	0	0	0
TPRE011985	0	0	0	2	0	2
TPRE011986	0	0	0	0	0	1
TPRE011987	38	24	35	41	53	41
TPRE011988	138	108	176	170	200	264
TPRE011989	486	723	722	548	557	601
TPRE011990	0	0	0	0	0	0
TPRE011991	0	0	0	0	0	0
TPRE011992	395	507	583	424	468	548
TPRE011993	0	0	0	0	0	0
TPRE011994	0	0	0	0	0	0
TPRE011995	0	0	0	0	0	0
TPRE011996	1363	179	566	400	501	496
TPRE011997	0	0	1	1	0	0
TPRE011998	210	437	441	525	448	783
TPRE011999	1720	3684	3752	3285	3722	4489
TPRE012000	2	0	0	2	4	2
TPRE012001	0	0	1	0	5	5
TPRE012002	2	0	0	4	2	2
TPRE012003	2215	2653	3739	2730	3006	3775
TPRE012004	0	0	0	0	0	0
TPRE012005	0	0	0	1	0	0
TPRE012006	631	910	890	734	847	759
TPRE012007	399	475	555	456	510	452
TPRE012008	3326	3971	3897	3027	3711	4245
TPRE012009	1107	1380	1558	1480	1597	1574
TPRE012010	0	0	1	0	2	0
TPRE012011	4	10	2	6	5	11
TPRE012012	2	2	5	2	2	0
TPRE012013	1	4	2	0	1	3
TPRE012014	0	2	0	0	0	0
TPRE012015	0	0	0	0	0	0
TPRE012016	0	0	0	0	0	0
TPRE012017	0	0	0	0	0	0
TPRE012018	0	0	0	0	0	0
TPRE012019	160	248	372	244	213	275
TPRE012020	1644	2585	4058	2286	2884	3252
TPRE012021	0	0	0	0	0	0
TPRE012022	0	1	2	1	1	0
TPRE012023	1069	1270	1365	1047	1109	1240
TPRE012024	823	842	1116	949	915	1324
TPRE012025	533	774	852	614	845	890
TPRE012026	151	94	146	143	138	212
TPRE012027	8918	19627	27909	20498	27419	30027
TPRE012028	166	226	317	209	251	228
TPRE012029	9864	2396	9176	9320	8914	13992
TPRE012030	325	445	683	448	598	571
TPRE012031	1244	1362	2273	1562	1790	2081
TPRE012032	335	412	706	383	499	446
TPRE012033	668	886	834	563	780	842
TPRE012034	110	148	180	94	123	126
TPRE012035	0	0	0	0	0	0
TPRE012036	1869	2465	3095	2109	2399	2784
TPRE012037	142	142	192	199	196	211
TPRE012038	2440	2387	2784	2373	2175	3282
TPRE012039	1382	1897	2450	1606	1805	2191
TPRE012040	1953	2975	4190	2518	3002	3453
TPRE012041	114	72	141	143	135	188
TPRE012042	1755	2243	2623	1982	1872	2236
TPRE012043	412	510	532	452	498	626
TPRE012044	755	924	1011	686	698	978
TPRE012045	1420	1557	1829	1211	1569	2037
TPRE012046	864	797	998	888	1005	1179
TPRE012047	3736	4923	6393	4395	5123	6183
TPRE012048	268	413	461	357	356	436
TPRE012049	1148	1292	1449	1245	1255	1654
TPRE012050	478	548	532	452	517	471
TPRE012051	0	0	0	3	0	0
TPRE012052	15780	25706	34490	21196	26840	27882
TPRE012053	1113	1263	1293	1074	1180	1458
TPRE012054	7	8	2	5	2	2
TPRE012055	0	0	0	0	0	2
TPRE012056	0	0	0	0	0	0
TPRE012057	36	37	52	46	39	48
TPRE012058	0	3	7	7	2	6
TPRE012059	6380	9170	9913	6468	7823	8258
TPRE012060	24	22	32	20	13	32
TPRE012061	9893	8486	9558	7834	8192	11068
TPRE012062	1508	2165	3085	1945	2418	2767
TPRE012063	896	1312	1620	1177	1220	1588
TPRE012064	0	0	11	5	3	12
TPRE012065	251	91	286	242	267	387
